"Data","Ultimo","Apertura","Massimo","Minimo","Var. %"
"13.11.2013","0,9138","0,9173","0,9200","0,9123","-0,40"
"12.11.2013","0,9175","0,9193","0,9226","0,9153","-0,21"
"11.11.2013","0,9194","0,9211","0,9231","0,9184","-0,23"
"08.11.2013","0,9215","0,9157","0,9246","0,9151","0,63"
"07.11.2013","0,9157","0,9120","0,9249","0,9105","0,36"
"06.11.2013","0,9124","0,9135","0,9139","0,9095","-0,14"
"05.11.2013","0,9137","0,9097","0,9147","0,9091","0,43"
"04.11.2013","0,9098","0,9119","0,9151","0,9088","-0,27"
"01.11.2013","0,9123","0,9068","0,9138","0,9061","0,62"
"31.10.2013","0,9067","0,8992","0,9076","0,8986","0,83"
"30.10.2013","0,8992","0,8987","0,9023","0,8948","0,04"
"29.10.2013","0,8988","0,8955","0,9002","0,8941","0,33"
"28.10.2013","0,8958","0,8923","0,8963","0,8917","0,35"
"25.10.2013","0,8927","0,8922","0,8965","0,8889","0,04"
"24.10.2013","0,8923","0,8919","0,8927","0,8888","0,02"
"23.10.2013","0,8921","0,8946","0,8965","0,8908","-0,30"
"22.10.2013","0,8948","0,9019","0,9039","0,8937","-0,81"
"21.10.2013","0,9021","0,9019","0,9045","0,9003","0,02"
"18.10.2013","0,9019","0,9023","0,9037","0,9001","-0,06"
"17.10.2013","0,9024","0,9134","0,9146","0,9005","-1,22"
"16.10.2013","0,9135","0,9125","0,9175","0,9094","0,08"
"15.10.2013","0,9128","0,9100","0,9177","0,9088","0,27"
"14.10.2013","0,9103","0,9097","0,9122","0,9061","-0,22"
"11.10.2013","0,9123","0,9119","0,9132","0,9062","0,02"
"10.10.2013","0,9121","0,9100","0,9131","0,9086","0,21"
"09.10.2013","0,9102","0,9038","0,9127","0,9012","0,69"
"08.10.2013","0,9040","0,9028","0,9065","0,9020","0,11"
"07.10.2013","0,9030","0,9073","0,9073","0,9012","-0,47"
"04.10.2013","0,9073","0,8993","0,9081","0,8975","0,89"
"03.10.2013","0,8993","0,9025","0,9033","0,8965","-0,39"
"02.10.2013","0,9028","0,9053","0,9077","0,8992","-0,31"
"01.10.2013","0,9056","0,9048","0,9075","0,8989","0,07"
"30.09.2013","0,9050","0,9070","0,9072","0,9021","-0,11"
"27.09.2013","0,9060","0,9100","0,9111","0,9018","-0,47"
"26.09.2013","0,9103","0,9090","0,9117","0,9083","0,12"
"25.09.2013","0,9092","0,9125","0,9138","0,9075","-0,41"
"24.09.2013","0,9129","0,9108","0,9133","0,9095","0,21"
"23.09.2013","0,9110","0,9097","0,9129","0,9078","0,08"
"20.09.2013","0,9103","0,9105","0,9126","0,9082","-0,03"
"19.09.2013","0,9106","0,9119","0,9138","0,9087","-0,18"
"18.09.2013","0,9122","0,9258","0,9268","0,9105","-1,49"
"17.09.2013","0,9260","0,9273","0,9279","0,9242","-0,15"
"16.09.2013","0,9274","0,9294","0,9301","0,9222","-0,28"
"13.09.2013","0,9300","0,9304","0,9341","0,9276","-0,06"
"12.09.2013","0,9306","0,9304","0,9331","0,9269","0,02"
"11.09.2013","0,9304","0,9346","0,9370","0,9282","-0,47"
"10.09.2013","0,9348","0,9319","0,9367","0,9313","0,26"
"09.09.2013","0,9324","0,9381","0,9394","0,9298","-0,54"
"06.09.2013","0,9375","0,9449","0,9455","0,9344","-0,80"
"05.09.2013","0,9451","0,9352","0,9454","0,9347","1,05"
"04.09.2013","0,9353","0,9363","0,9382","0,9344","-0,14"
"03.09.2013","0,9366","0,9342","0,9382","0,9337","0,22"
"02.09.2013","0,9345","0,9301","0,9349","0,9300","0,48"
"30.08.2013","0,9300","0,9308","0,9332","0,9285","-0,09"
"29.08.2013","0,9308","0,9221","0,9321","0,9214","0,94"
"28.08.2013","0,9221","0,9176","0,9235","0,9167","0,51"
"27.08.2013","0,9174","0,9226","0,9231","0,9168","-0,64"
"26.08.2013","0,9233","0,9212","0,9246","0,9200","0,21"
"23.08.2013","0,9214","0,9232","0,9263","0,9187","-0,21"
"22.08.2013","0,9233","0,9221","0,9289","0,9215","0,09"
"21.08.2013","0,9225","0,9171","0,9234","0,9159","0,54"
"20.08.2013","0,9175","0,9242","0,9250","0,9145","-0,71"
"19.08.2013","0,9241","0,9264","0,9285","0,9225","-0,25"
"16.08.2013","0,9264","0,9257","0,9287","0,9213","0,03"
"15.08.2013","0,9261","0,9354","0,9395","0,9246","-1,03"
"14.08.2013","0,9357","0,9329","0,9377","0,9320","0,29"
"13.08.2013","0,9330","0,9260","0,9348","0,9252","0,79"
"12.08.2013","0,9257","0,9225","0,9284","0,9213","0,31"
"09.08.2013","0,9228","0,9198","0,9229","0,9187","0,28"
"08.08.2013","0,9202","0,9212","0,9229","0,9172","-0,16"
"07.08.2013","0,9217","0,9258","0,9288","0,9204","-0,48"
"06.08.2013","0,9261","0,9271","0,9296","0,9236","-0,14"
"05.08.2013","0,9274","0,9289","0,9332","0,9266","-0,22"
"02.08.2013","0,9294","0,9367","0,9387","0,9270","-0,82"
"01.08.2013","0,9371","0,9261","0,9372","0,9249","1,17"
"31.07.2013","0,9263","0,9297","0,9337","0,9225","-0,37"
"30.07.2013","0,9297","0,9307","0,9324","0,9270","-0,17"
"29.07.2013","0,9313","0,9278","0,9322","0,9265","0,31"
"26.07.2013","0,9284","0,9293","0,9305","0,9261","-0,14"
"25.07.2013","0,9297","0,9372","0,9394","0,9280","-0,83"
"24.07.2013","0,9375","0,9345","0,9388","0,9338","0,28"
"23.07.2013","0,9349","0,9361","0,9407","0,9339","-0,16"
"22.07.2013","0,9364","0,9400","0,9415","0,9321","-0,49"
"19.07.2013","0,9410","0,9444","0,9462","0,9392","-0,38"
"18.07.2013","0,9446","0,9410","0,9478","0,9402","0,37"
"17.07.2013","0,9411","0,9390","0,9445","0,9356","0,21"
"16.07.2013","0,9391","0,9481","0,9494","0,9375","-0,98"
"15.07.2013","0,9484","0,9452","0,9533","0,9445","0,19"
"12.07.2013","0,9466","0,9469","0,9514","0,9437","-0,05"
"11.07.2013","0,9471","0,9580","0,9597","0,9404","-1,19"
"10.07.2013","0,9585","0,9724","0,9745","0,9578","-1,45"
"09.07.2013","0,9726","0,9636","0,9751","0,9629","0,92"
"08.07.2013","0,9637","0,9630","0,9666","0,9621","0,01"
"05.07.2013","0,9636","0,9560","0,9660","0,9556","0,73"
"04.07.2013","0,9566","0,9462","0,9583","0,9456","1,06"
"03.07.2013","0,9466","0,9504","0,9523","0,9446","-0,42"
"02.07.2013","0,9506","0,9454","0,9529","0,9441","0,56"
"01.07.2013","0,9453","0,9443","0,9502","0,9435","0,06"
"28.06.2013","0,9447","0,9451","0,9474","0,9407","-0,06"
"27.06.2013","0,9453","0,9432","0,9487","0,9402","0,23"
"26.06.2013","0,9431","0,9379","0,9443","0,9369","0,52"
"25.06.2013","0,9382","0,9326","0,9407","0,9316","0,55"
"24.06.2013","0,9331","0,9346","0,9380","0,9309","-0,15"
"21.06.2013","0,9345","0,9269","0,9368","0,9239","0,79"
"20.06.2013","0,9272","0,9283","0,9361","0,9248","-0,11"
"19.06.2013","0,9282","0,9200","0,9320","0,9177","0,85"
"18.06.2013","0,9204","0,9225","0,9262","0,9172","-0,25"
"17.06.2013","0,9227","0,9198","0,9271","0,9197","0,17"
"14.06.2013","0,9211","0,9216","0,9270","0,9194","-0,08"
"13.06.2013","0,9218","0,9203","0,9259","0,9128","0,13"
"12.06.2013","0,9206","0,9246","0,9286","0,9170","-0,43"
"11.06.2013","0,9246","0,9335","0,9349","0,9222","-0,93"
"10.06.2013","0,9333","0,9345","0,9419","0,9317","-0,30"
"07.06.2013","0,9361","0,9291","0,9374","0,9247","0,73"
"06.06.2013","0,9293","0,9419","0,9439","0,9225","-1,39"
"05.06.2013","0,9424","0,9462","0,9494","0,9393","-0,49"
"04.06.2013","0,9470","0,9470","0,9520","0,9448","-0,03"
"03.06.2013","0,9473","0,9537","0,9624","0,9408","-0,83"
"31.05.2013","0,9552","0,9525","0,9624","0,9508","0,21"
"30.05.2013","0,9532","0,9613","0,9651","0,9523","-0,91"
"29.05.2013","0,9620","0,9767","0,9790","0,9599","-1,53"
"28.05.2013","0,9769","0,9630","0,9781","0,9619","1,43"
"27.05.2013","0,9631","0,9615","0,9648","0,9589","0,15"
"24.05.2013","0,9617","0,9686","0,9716","0,9588","-0,73"
"23.05.2013","0,9688","0,9780","0,9817","0,9630","-0,97"
"22.05.2013","0,9783","0,9700","0,9838","0,9676","0,85"
"21.05.2013","0,9701","0,9666","0,9750","0,9651","0,34"
"20.05.2013","0,9668","0,9709","0,9727","0,9644","-0,59"
"17.05.2013","0,9725","0,9646","0,9761","0,9633","0,81"
"16.05.2013","0,9647","0,9646","0,9708","0,9576","-0,02"
"15.05.2013","0,9649","0,9669","0,9747","0,9639","-0,22"
"14.05.2013","0,9670","0,9567","0,9674","0,9517","1,02"
"13.05.2013","0,9572","0,9578","0,9596","0,9543","0,04"
"10.05.2013","0,9568","0,9478","0,9628","0,9472","0,91"
"09.05.2013","0,9482","0,9352","0,9499","0,9331","1,34"
"08.05.2013","0,9357","0,9403","0,9411","0,9334","-0,50"
"07.05.2013","0,9404","0,9382","0,9436","0,9364","0,21"
"06.05.2013","0,9384","0,9355","0,9397","0,9334","0,32"
"03.05.2013","0,9354","0,9348","0,9398","0,9309","0,05"
"02.05.2013","0,9349","0,9273","0,9362","0,9261","0,81"
"01.05.2013","0,9274","0,9292","0,9309","0,9244","-0,20"
"30.04.2013","0,9293","0,9362","0,9384","0,9276","-0,77"
"29.04.2013","0,9365","0,9425","0,9429","0,9352","-0,63"
"26.04.2013","0,9424","0,9449","0,9455","0,9399","-0,24"
"25.04.2013","0,9447","0,9470","0,9483","0,9419","-0,22"
"24.04.2013","0,9468","0,9454","0,9498","0,9440","0,13"
"23.04.2013","0,9456","0,9340","0,9456","0,9325","1,22"
"22.04.2013","0,9342","0,9308","0,9371","0,9303","0,09"
"19.04.2013","0,9334","0,9323","0,9342","0,9274","0,09"
"18.04.2013","0,9326","0,9328","0,9334","0,9286","-0,02"
"17.04.2013","0,9328","0,9222","0,9339","0,9204","1,13"
"16.04.2013","0,9224","0,9310","0,9327","0,9204","-0,97"
"15.04.2013","0,9314","0,9273","0,9327","0,9265","0,43"
"12.04.2013","0,9274","0,9308","0,9332","0,9262","-0,37"
"11.04.2013","0,9308","0,9325","0,9340","0,9274","-0,19"
"10.04.2013","0,9326","0,9327","0,9336","0,9291","0,01"
"09.04.2013","0,9325","0,9349","0,9366","0,9304","-0,26"
"08.04.2013","0,9349","0,9350","0,9361","0,9325","0,01"
"05.04.2013","0,9348","0,9396","0,9433","0,9310","-0,54"
"04.04.2013","0,9399","0,9450","0,9526","0,9379","-0,54"
"03.04.2013","0,9450","0,9486","0,9520","0,9438","-0,40"
"02.04.2013","0,9488","0,9462","0,9497","0,9441","0,23"
"01.04.2013","0,9466","0,9495","0,9526","0,9452","-0,29"
"29.03.2013","0,9494","0,9496","0,9511","0,9477","-0,04"
"28.03.2013","0,9498","0,9537","0,9547","0,9464","-0,44"
"27.03.2013","0,9540","0,9479","0,9553","0,9473","0,60"
"26.03.2013","0,9483","0,9480","0,9504","0,9470","0,00"
"25.03.2013","0,9483","0,9413","0,9495","0,9353","0,81"
"22.03.2013","0,9407","0,9462","0,9474","0,9394","-0,60"
"21.03.2013","0,9464","0,9451","0,9482","0,9436","0,12"
"20.03.2013","0,9453","0,9465","0,9481","0,9408","-0,17"
"19.03.2013","0,9469","0,9460","0,9491","0,9423","0,07"
"18.03.2013","0,9462","0,9387","0,9486","0,9385","0,79"
"15.03.2013","0,9388","0,9470","0,9476","0,9377","-0,89"
"14.03.2013","0,9472","0,9523","0,9567","0,9448","-0,55"
"13.03.2013","0,9524","0,9470","0,9533","0,9428","0,56"
"12.03.2013","0,9471","0,9467","0,9504","0,9433","-0,02"
"11.03.2013","0,9473","0,9518","0,9529","0,9462","-0,43"
"08.03.2013","0,9514","0,9422","0,9550","0,9414","0,92"
"07.03.2013","0,9427","0,9485","0,9490","0,9406","-0,63"
"06.03.2013","0,9487","0,9406","0,9488","0,9398","0,83"
"05.03.2013","0,9409","0,9408","0,9433","0,9386","0,00"
"04.03.2013","0,9409","0,9434","0,9440","0,9403","-0,22"
"01.03.2013","0,9430","0,9367","0,9463","0,9348","0,69"
"28.02.2013","0,9365","0,9293","0,9373","0,9277","0,72"
"27.02.2013","0,9298","0,9314","0,9333","0,9283","-0,23"
"26.02.2013","0,9319","0,9322","0,9334","0,9284","-0,05"
"25.02.2013","0,9324","0,9293","0,9338","0,9230","0,32"
"22.02.2013","0,9294","0,9304","0,9328","0,9280","-0,17"
"21.02.2013","0,9310","0,9268","0,9333","0,9262","0,41"
"20.02.2013","0,9272","0,9222","0,9286","0,9182","0,50"
"19.02.2013","0,9226","0,9230","0,9249","0,9211","-0,10"
"18.02.2013","0,9235","0,9217","0,9258","0,9207","0,23"
"15.02.2013","0,9214","0,9210","0,9241","0,9199","0,03"
"14.02.2013","0,9211","0,9166","0,9245","0,9164","0,46"
"13.02.2013","0,9169","0,9167","0,9196","0,9149","-0,02"
"12.02.2013","0,9171","0,9201","0,9214","0,9146","-0,35"
"11.02.2013","0,9203","0,9187","0,9206","0,9154","0,31"
"08.02.2013","0,9175","0,9182","0,9192","0,9151","-0,11"
"07.02.2013","0,9185","0,9101","0,9201","0,9062","0,91"
"06.02.2013","0,9102","0,9080","0,9149","0,9052","0,20"
"05.02.2013","0,9084","0,9082","0,9115","0,9068","0,00"
"04.02.2013","0,9084","0,9083","0,9117","0,9069","0,02"
"01.02.2013","0,9082","0,9098","0,9108","0,9019","-0,20"
"31.01.2013","0,9100","0,9107","0,9120","0,9073","-0,09"
"30.01.2013","0,9108","0,9212","0,9234","0,9091","-1,14"
"29.01.2013","0,9213","0,9262","0,9270","0,9191","-0,53"
"28.01.2013","0,9262","0,9274","0,9292","0,9254","-0,02"
"25.01.2013","0,9264","0,9286","0,9307","0,9219","-0,29"
"24.01.2013","0,9291","0,9292","0,9324","0,9275","-0,02"
"23.01.2013","0,9293","0,9290","0,9315","0,9275","0,00"
"22.01.2013","0,9293","0,9323","0,9346","0,9272","-0,34"
"21.01.2013","0,9325","0,9347","0,9354","0,9305","-0,30"
"18.01.2013","0,9353","0,9326","0,9389","0,9303","0,28"
"17.01.2013","0,9327","0,9308","0,9360","0,9295","0,17"
"16.01.2013","0,9311","0,9317","0,9329","0,9282","-0,09"
"15.01.2013","0,9319","0,9215","0,9330","0,9208","1,08"
"14.01.2013","0,9219","0,9136","0,9229","0,9115","0,92"
"11.01.2013","0,9135","0,9143","0,9178","0,9108","-0,07"
"10.01.2013","0,9141","0,9254","0,9269","0,9130","-1,21"
"09.01.2013","0,9253","0,9239","0,9273","0,9229","0,12"
"08.01.2013","0,9242","0,9211","0,9257","0,9198","0,31"
"07.01.2013","0,9213","0,9241","0,9285","0,9207","-0,34"
"04.01.2013","0,9244","0,9265","0,9302","0,9228","-0,24"
"03.01.2013","0,9266","0,9178","0,9268","0,9171","0,95"
"02.01.2013","0,9179","0,9153","0,9199","0,9075","0,25"
"01.01.2013","0,9156","0,9152","0,9190","0,9150","0,00"
"31.12.2012","0,9156","0,9128","0,9166","0,9117","0,24"
"28.12.2012","0,9134","0,9128","0,9181","0,9115","0,02"
"27.12.2012","0,9132","0,9132","0,9157","0,9092","-0,01"
"26.12.2012","0,9133","0,9161","0,9167","0,9109","-0,32"
"25.12.2012","0,9162","0,9153","0,9171","0,9137","0,03"
"24.12.2012","0,9159","0,9161","0,9170","0,9122","-0,05"
"21.12.2012","0,9164","0,9115","0,9179","0,9105","0,53"
"20.12.2012","0,9116","0,9132","0,9153","0,9080","-0,20"
"19.12.2012","0,9134","0,9124","0,9137","0,9084","0,04"
"18.12.2012","0,9130","0,9176","0,9186","0,9121","-0,50"
"17.12.2012","0,9176","0,9164","0,9194","0,9155","-0,03"
"14.12.2012","0,9179","0,9234","0,9247","0,9163","-0,62"
"13.12.2012","0,9236","0,9260","0,9275","0,9223","-0,28"
"12.12.2012","0,9262","0,9323","0,9326","0,9240","-0,65"
"11.12.2012","0,9323","0,9335","0,9369","0,9313","-0,13"
"10.12.2012","0,9335","0,9369","0,9373","0,9324","-0,10"
"07.12.2012","0,9344","0,9322","0,9382","0,9316","0,21"
"06.12.2012","0,9324","0,9258","0,9340","0,9253","0,68"
"05.12.2012","0,9261","0,9262","0,9299","0,9248","-0,04"
"04.12.2012","0,9265","0,9255","0,9293","0,9242","0,10"
"03.12.2012","0,9256","0,9280","0,9286","0,9239","-0,27"
"30.11.2012","0,9281","0,9273","0,9292","0,9243","0,08"
"29.11.2012","0,9274","0,9290","0,9303","0,9250","-0,22"
"28.11.2012","0,9294","0,9302","0,9341","0,9286","-0,09"
"27.11.2012","0,9302","0,9276","0,9328","0,9251","0,28"
"26.11.2012","0,9276","0,9280","0,9300","0,9272","-0,09"
"23.11.2012","0,9284","0,9349","0,9358","0,9263","-0,70"
"22.11.2012","0,9349","0,9389","0,9393","0,9335","-0,39"
"21.11.2012","0,9386","0,9402","0,9460","0,9380","-0,14"
"20.11.2012","0,9399","0,9398","0,9434","0,9390","-0,06"
"19.11.2012","0,9405","0,9456","0,9461","0,9391","-0,53"
"16.11.2012","0,9455","0,9420","0,9491","0,9416","0,31"
"15.11.2012","0,9426","0,9448","0,9467","0,9401","-0,25"
"14.11.2012","0,9450","0,9476","0,9481","0,9421","-0,30"
"13.11.2012","0,9478","0,9481","0,9515","0,9463","-0,11"
"12.11.2012","0,9488","0,9481","0,9498","0,9463","0,00"
"09.11.2012","0,9488","0,9457","0,9502","0,9425","0,33"
"08.11.2012","0,9457","0,9446","0,9483","0,9437","0,04"
"07.11.2012","0,9453","0,9426","0,9473","0,9376","0,22"
"06.11.2012","0,9432","0,9429","0,9458","0,9415","-0,03"
"05.11.2012","0,9435","0,9413","0,9448","0,9395","0,34"
"02.11.2012","0,9403","0,9318","0,9413","0,9309","0,90"
"01.11.2012","0,9319","0,9315","0,9344","0,9291","0,05"
"31.10.2012","0,9314","0,9320","0,9333","0,9273","-0,11"
"30.10.2012","0,9324","0,9364","0,9374","0,9298","-0,46"
"29.10.2012","0,9367","0,9338","0,9381","0,9335","0,17"
"26.10.2012","0,9351","0,9350","0,9386","0,9330","-0,04"
"25.10.2012","0,9355","0,9324","0,9356","0,9286","0,32"
"24.10.2012","0,9325","0,9323","0,9361","0,9309","0,00"
"23.10.2012","0,9325","0,9267","0,9343","0,9255","0,57"
"22.10.2012","0,9272","0,9289","0,9290","0,9244","-0,12"
"19.10.2012","0,9283","0,9244","0,9290","0,9234","0,35"
"18.10.2012","0,9251","0,9221","0,9256","0,9210","0,30"
"17.10.2012","0,9223","0,9258","0,9262","0,9210","-0,41"
"16.10.2012","0,9261","0,9330","0,9337","0,9251","-0,77"
"15.10.2012","0,9333","0,9329","0,9371","0,9313","-0,02"
"12.10.2012","0,9335","0,9347","0,9356","0,9302","-0,17"
"11.10.2012","0,9351","0,9391","0,9418","0,9332","-0,45"
"10.10.2012","0,9393","0,9402","0,9431","0,9370","-0,10"
"09.10.2012","0,9402","0,9330","0,9416","0,9318","0,72"
"08.10.2012","0,9335","0,9295","0,9357","0,9290","0,38"
"05.10.2012","0,9300","0,9303","0,9323","0,9270","-0,05"
"04.10.2012","0,9305","0,9383","0,9387","0,9291","-0,84"
"03.10.2012","0,9384","0,9360","0,9399","0,9350","0,21"
"02.10.2012","0,9364","0,9382","0,9388","0,9328","-0,21"
"01.10.2012","0,9384","0,9404","0,9438","0,9348","-0,16"
"28.09.2012","0,9399","0,9372","0,9414","0,9332","0,27"
"27.09.2012","0,9374","0,9394","0,9416","0,9356","-0,23"
"26.09.2012","0,9396","0,9372","0,9417","0,9363","0,22"
"25.09.2012","0,9375","0,9361","0,9383","0,9324","0,18"
"24.09.2012","0,9358","0,9331","0,9391","0,9319","0,28"
"21.09.2012","0,9332","0,9329","0,9344","0,9281","0,00"
"20.09.2012","0,9332","0,9271","0,9356","0,9257","0,65"
"19.09.2012","0,9272","0,9281","0,9308","0,9254","-0,13"
"18.09.2012","0,9284","0,9272","0,9298","0,9249","0,08"
"17.09.2012","0,9277","0,9269","0,9297","0,9242","0,06"
"14.09.2012","0,9271","0,9351","0,9356","0,9235","-0,89"
"13.09.2012","0,9354","0,9369","0,9419","0,9342","-0,20"
"12.09.2012","0,9373","0,9389","0,9405","0,9337","-0,17"
"11.09.2012","0,9389","0,9459","0,9473","0,9374","-0,78"
"10.09.2012","0,9463","0,9440","0,9485","0,9430","0,20"
"07.09.2012","0,9444","0,9534","0,9580","0,9430","-0,96"
"06.09.2012","0,9536","0,9550","0,9597","0,9516","-0,20"
"05.09.2012","0,9555","0,9555","0,9608","0,9528","-0,05"
"04.09.2012","0,9560","0,9534","0,9566","0,9506","0,25"
"03.09.2012","0,9536","0,9550","0,9560","0,9520","-0,16"
"31.08.2012","0,9551","0,9601","0,9612","0,9500","-0,55"
"30.08.2012","0,9604","0,9584","0,9617","0,9554","0,20"
"29.08.2012","0,9585","0,9556","0,9593","0,9547","0,29"
"28.08.2012","0,9557","0,9609","0,9634","0,9544","-0,55"
"27.08.2012","0,9610","0,9600","0,9615","0,9575","0,14"
"24.08.2012","0,9597","0,9556","0,9619","0,9550","0,40"
"23.08.2012","0,9559","0,9583","0,9589","0,9535","-0,28"
"22.08.2012","0,9586","0,9628","0,9660","0,9574","-0,43"
"21.08.2012","0,9627","0,9730","0,9730","0,9614","-1,05"
"20.08.2012","0,9729","0,9730","0,9767","0,9707","-0,06"
"17.08.2012","0,9735","0,9718","0,9772","0,9696","0,15"
"16.08.2012","0,9720","0,9772","0,9798","0,9703","-0,56"
"15.08.2012","0,9775","0,9747","0,9792","0,9727","0,28"
"14.08.2012","0,9748","0,9734","0,9754","0,9693","0,10"
"13.08.2012","0,9738","0,9774","0,9795","0,9700","-0,33"
"10.08.2012","0,9770","0,9759","0,9809","0,9743","0,10"
"09.08.2012","0,9760","0,9714","0,9793","0,9693","0,46"
"08.08.2012","0,9715","0,9687","0,9745","0,9681","0,28"
"07.08.2012","0,9688","0,9686","0,9709","0,9653","0,00"
"06.08.2012","0,9688","0,9700","0,9734","0,9652","-0,13"
"03.08.2012","0,9701","0,9860","0,9872","0,9690","-1,64"
"02.08.2012","0,9863","0,9825","0,9898","0,9695","0,35"
"01.08.2012","0,9829","0,9764","0,9835","0,9733","0,66"
"31.07.2012","0,9765","0,9795","0,9805","0,9737","-0,33"
"30.07.2012","0,9797","0,9725","0,9823","0,9725","0,47"
"27.07.2012","0,9751","0,9775","0,9809","0,9690","-0,28"
"26.07.2012","0,9778","0,9877","0,9911","0,9738","-1,02"
"25.07.2012","0,9879","0,9954","0,9965","0,9865","-0,80"
"24.07.2012","0,9959","0,9909","0,9972","0,9889","0,48"
"23.07.2012","0,9911","0,9900","0,9951","0,9884","0,30"
"20.07.2012","0,9881","0,9778","0,9887","0,9773","1,05"
"19.07.2012","0,9778","0,9779","0,9820","0,9743","-0,01"
"18.07.2012","0,9779","0,9768","0,9830","0,9756","0,10"
"17.07.2012","0,9769","0,9786","0,9852","0,9746","-0,17"
"16.07.2012","0,9786","0,9792","0,9864","0,9768","-0,20"
"13.07.2012","0,9806","0,9842","0,9873","0,9794","-0,40"
"12.07.2012","0,9845","0,9811","0,9869","0,9799","0,35"
"11.07.2012","0,9811","0,9803","0,9832","0,9763","0,07"
"10.07.2012","0,9804","0,9749","0,9814","0,9733","0,56"
"09.07.2012","0,9749","0,9786","0,9799","0,9741","-0,27"
"06.07.2012","0,9775","0,9691","0,9794","0,9680","0,84"
"05.07.2012","0,9694","0,9587","0,9714","0,9576","1,05"
"04.07.2012","0,9593","0,9522","0,9604","0,9522","0,69"
"03.07.2012","0,9527","0,9542","0,9563","0,9509","-0,19"
"02.07.2012","0,9545","0,9478","0,9559","0,9475","0,62"
"29.06.2012","0,9486","0,9650","0,9658","0,9459","-1,75"
"28.06.2012","0,9655","0,9629","0,9679","0,9587","0,26"
"27.06.2012","0,9630","0,9613","0,9651","0,9597","0,15"
"26.06.2012","0,9616","0,9606","0,9652","0,9580","0,11"
"25.06.2012","0,9605","0,9564","0,9629","0,9560","0,55"
"22.06.2012","0,9552","0,9567","0,9591","0,9539","-0,24"
